GeneName,GeneID,pH7.4(control),pH4.8,5%NaCl,5mM H2O2
lmo2350,984858,1,0,28,13
lmo2351,984660,0,0,46,21
lmo2352,986168,1,6,1318,2317
lmo2353,984445,194,54,2384,1380
lmo2354,984444,139,31,405,302
lmo2355,985985,126,108,752,716
lmo2356,984439,2,0,133,64
lmo2357,984422,247,76,2610,1072
lmo2358,984434,117,15,7535,1748
lmo2359,984722,85,13,635,595
lmo2360,984433,162,137,1930,7740
lmo2361,984432,5,32,93,1190
lmo2362,984369,776,764,7945,34577
lmo2363,985123,601,617,2856,8110
lmo2364,984429,30,2,314,195
lmo2365,984424,30,6,2007,1055
lmot46,3167566,0,0,128,247
lmot47,3167567,0,0,70,35
lmot48,3167568,0,0,237,202
lmot49,3167569,0,0,122,73
lmot50,3167570,0,0,67,45
lmot51,3167571,0,0,510,417
lmot52,3167572,0,0,255,213
lmot53,3167573,0,0,137,62
lmot54,3167574,0,0,502,955
lmot55,3167575,0,0,269,293
lmot56,3167576,0,0,816,1190
lmot57,3167577,0,0,22,39
lmot58,3167578,0,0,36,91
lmot59,3167579,0,0,120,164
lmor13,984423,304618,49146,281050,260141
lmor14,984421,248355,59976,862619,695164
lmot60,3167580,0,0,1341,771
lmot61,3167581,0,0,73,171
lmor15,984419,132083,46852,682085,548241
lmo2366,984418,12,6,52,146
pgi,984404,3090,205,49857,25330
lmo2368,985492,95,27,1905,358
lmo2369,984425,20,2,4222,2868
lmo2370,984540,229,19,1508,1093
lmo2371,984414,128,57,1840,1535
lmo2372,984413,542,44,4944,2755
lmo2373,984403,87,0,5794,2549
lmo2374,984416,148,14,487,289
lmo2375,987941,13,1,225,102
lmo2376,985762,2690,80,4091,3231
lmo2377,987926,142,33,2271,3190
lmo2378,984923,142,59,1143,2048
lmo2379,984386,38,25,356,424
lmo2380,987938,18,2,329,342
lmo2381,985605,115,58,901,944
lmo2382,984482,65,39,748,476
lmo2383,987601,33,18,399,195
lmo2384,987553,57,23,912,483
lmo2385,987552,168,18,2959,706
lmo2386,987551,316,238,2363,1211
lmo2387,987550,401,252,9521,2618
lmo2388,987547,88,16,1037,950
lmo2389,987546,425,94,4663,2188
lmo2390,987545,262,41,4531,2296
lmo2391,987544,104,122,8781,5866
lmo2392,987541,157,0,6689,2691
lmo2393,987540,126,9,13222,4238
lmo2394,987505,1,0,18,3
lmo2395,987504,0,0,1,1
lmo2396,987503,14,1,44,41
lmo2397,987502,148,8,3513,2606
ltrC,987501,277,46,2048,1840
lmo2399,987500,146,23,1407,1006
lmo2400,987499,8,0,124,133
lmo2401,987498,286,5,2070,1536
lmo2402,987497,5,0,95,93
lmo2403,987496,97,18,1569,1579
lmo2404,987494,115,29,1249,1253
lmo2405,987492,51,43,208,210
lmo2406,987489,51,12,531,841
lmo2407,987488,174,3,5387,2467
lmo2408,987486,5,1,399,193
lmo2409,987484,7,12,259,98
lmo2410,987480,33,0,3648,1212
lmo2411,987479,582,103,12655,7980
lmo2412,987478,59,7,1680,889
lmo2413,987477,315,32,3012,2020
lmo2414,987475,291,127,3198,2483
lmo2415,987473,155,12,1618,2113
lmo2416,987472,80,58,2404,271
lmo2417,987469,167,12,2813,1935
lmo2418,987468,84,27,468,641
lmo2419,987467,90,29,388,536
lmo2420,987465,4,5,663,445
lmo2421,987464,161,23,972,989
lmo2422,987463,14,4,172,302
lmo2423,987460,25,18,115,94
lmo2424,987459,24,9,464,460
lmo2425,987446,203,3,11378,4531
lmo2426,987443,34,16,4817,1390
lmo2427,987438,567,148,909,1711
lmo2428,987433,201,307,2461,3999
lmo2429,987431,29,6,1151,533
lmo2430,987428,9,6,45,109
lmo2431,987425,32,1,361,378
lmo2432,987423,202,4,3419,3449
lmo2433,987422,14,41,2438,2655
lmo2434,987419,154,76,2119,5586
lmo2435,987418,0,4,7,50
lmo2436,987417,111,11,2369,327
lmo2437,987416,30,4,2834,1752
lmo2438,987412,67,3,2310,1649
lmo2439,987411,480,85,4314,5434
lmo2440,987409,8,0,247,181
lmo2441,987408,10,10,182,172
lmo2442,987407,8,9,46,53
lmo2443,987405,12,4,284,295
lmo2444,987402,8,2,47,21
lmo2445,987394,0,2,19,6
lmo2446,987393,2,0,22,25
lmo2447,987392,13,0,88,90
smpB,987391,34,13,1875,924
lmo2449,987390,303,78,2107,1123
lmo2450,987389,56,7,619,369
secG,987386,6283,479,15273,7531
lmo2452,987385,75,15,1678,1623
lmo2453,987384,82,55,2324,1380
lmo2454,987383,117,4,1939,1116
eno,987382,9704,1003,22314,35944
pgm,987381,2801,481,3984,5606
tpiA,987380,1763,388,3048,4091
pgk,987378,1347,177,2950,4997
gap,987377,18159,1038,64501,88245
lmo2460,987376,243,75,1382,1755
sigL,987375,108,20,4553,3289
lmo2462,987372,583,31,4142,2200
lmo2463,987371,16,27,371,272
lmo2464,987370,13,7,59,63
lmo2465,987367,26,1,245,180
lmo2466,987366,18,3,129,146
lmot62,3167604,0,0,16,39
lmo2467,987365,228,5,3800,2606
clpP,987364,541,164,9198,11531
lmo2469,987361,1407,125,10939,6672
lmo2470,987359,6,2,171,119
lmo2471,987354,244,12,4579,3945
lmo2472,987353,46,12,1596,1427
lmo2473,987352,123,37,448,390
lmo2474,987349,128,17,541,625
lmo2475,987347,400,26,5268,5403
lmo2476,987343,33,4,225,417
galE,987341,51,17,692,1034
trxB,987338,608,89,15832,4932
lmo2479,987336,86,38,602,797
lmo2480,987334,210,27,944,490
lmo2481,987333,73,23,1039,870
lgt,987331,57,33,430,472
lmo2483,987330,427,40,4665,3225
lmo2484,987328,1261,474,3640,2407
lmo2485,987327,203,67,12306,7061
lmo2486,987324,281,85,2924,896
lmo2487,987322,888,248,4352,1480
uvrA,987320,693,402,17062,11005
uvrB,987319,214,167,3727,3802
lmo2490,987317,5,6,435,506
lmo2491,987316,8,1,4402,1644
lmo2492,987892,4,8,209,324
lmo2493,987893,6,2,102,73
lmo2494,987895,32,0,870,655
lmo2495,987314,8,3,284,82
lmo2496,987313,0,0,2,0
lmo2497,987312,0,0,5,7
lmo2498,987897,0,1,6,7
lmo2499,987906,5,0,24,5
phoR,987900,58,14,1467,738
phoP,987904,43,5,315,193
lmo2502,987905,301,88,6050,2663
lmo2503,987903,220,69,3809,2261
lmo2504,987901,766,46,4017,6303
spl,987309,3605,50,14243,18413
ftsX,987902,394,107,1581,3298
ftsE,987308,449,50,1365,4837
lmo2508,984634,139,64,2640,1164
prfB,986491,47,1,662,230
secA,985470,1365,193,14479,8986
lmo2511,986743,1096,211,73362,58157
comFC,987303,0,6,47,14
comFA,987745,2,0,44,33
lmo2514,985904,147,33,3057,2575
lmo2515,987300,144,62,1077,1289
lmo2516,987299,36,7,889,415
lmo2517,987297,82,47,706,281
lmo2518,984500,1625,266,9722,9313
lmo2519,986488,294,44,5332,3836
lmo2520,987296,41,4,1818,1504
lmo2521,984554,24,4,210,694
lmo2522,987898,189,33,3832,185552
lmo2523,987294,0,0,4,3
fabZ,987293,409,12,5976,2030
mbl,986838,281,48,3098,1424
murA,984514,3144,217,17654,9537
lmo2527,987291,8,13,768,655
atpC,987290,549,72,2860,2896
atpD,986860,2144,495,4405,5291
atpG,986487,853,151,3449,2955
atpA,986486,3286,1091,7631,9278
atpH,986758,188,222,1499,1919
atpF,987284,180,35,1163,1517
atpE,987281,200,26,349,529
atpB,987279,543,366,1341,3000
atpI,986740,16,7,2357,3671
lmo2537,987487,237,63,1182,993
upp,986484,620,18,1000,1074
glyA,986768,190,40,1393,3008
lmo2540,987277,18,4,303,229
lmo2541,986761,34,11,154,191
lmo2542,986635,254,97,2190,1066
prfA,986736,130,6,474,311
lmo2544,986601,43,5,392,250
thrB,984754,14,1,822,819
thrC,986503,181,14,641,854
hom,987269,166,10,425,927
rpmE2,987268,3352,464,78080,20448
gtcA,984958,53,45,1953,1055
lmo2550,987266,107,32,4962,2264
rho,987264,74,11,410,410
murZ,987263,411,27,4826,2724
lmo2553,987259,85,100,1067,924
lmo2554,987257,57,50,740,499
lmo2555,986734,396,44,3250,2575
fbaA,986313,12482,371,12989,12518
lmo2557,987255,27,15,548,631
ami,987254,1686,6401,8587,5485
pyrG,987251,684,105,4418,973
lmo2560,987250,8,4,1287,1283
argS,984764,3,0,598,620
lmo2562,987249,12,7,531,576
lmo2563,987248,48,55,135,163
lmo2564,987247,16,17,8594,9138
lmo2565,984565,222,39,989,1255
lmo2566,984810,93,6,377,331
lmo2567,984546,147,46,436,211
lmo2568,987246,57,0,509,243
lmo2569,987245,126,29,1448,616
lmo2570,984821,89,88,348,506
lmo2571,987244,17,22,1232,1983
lmo2572,985849,14,5,117,119
lmo2573,987242,56,41,1436,550
lmo2574,987241,71,19,2944,2693
lmo2575,986612,167,26,861,317
lmo2576,986661,7,1,72,62
lmo2577,987240,595,18,9361,8014
lmo2578,987239,32,82,1062,2618
lmo2579,987238,14,7,322,406
lmo2580,987237,6,14,102,171
lmo2581,985386,2,5,100,164
lmo2582,985564,15,4,288,584
lmo2583,987235,33,3,32,167
lmo2584,987234,1,0,6,9
lmo2585,987233,8,0,122,66
lmo2586,987231,58,3,320,148
lmo2587,987227,54,12,264,509
lmo2588,987224,118,26,1543,11714
lmo2589,987223,710,200,5696,8470
lmot63,3167613,0,0,4,24
lmot64,3167614,0,0,139,190
lmor16,984512,283708,43399,281044,260134
lmor17,986314,272408,61041,863754,694550
lmot65,3167615,0,0,1435,773
lmot66,3167616,0,0,75,177
lmor18,985562,143509,50419,679999,548963
lmo2590,985589,58,5,358,432
lmo2591,984569,77,10,402,421
lmo2592,987219,7,0,226,181
lmo2593,987218,0,3,24,24
lmo2594,987217,0,0,56,21
lmo2595,986306,0,0,0,0
rpsI,987216,8448,836,10858,3061
rplM,984622,1197,347,21531,7813
truA,986311,53,14,236,374
lmo2599,987215,128,24,288,489
cbiO,986309,87,7,318,531
cbiO,987213,78,6,336,781
lmo2602,987211,22,24,408,221
lmo2603,987210,93,51,559,661
lmo2604,987206,29,7,808,747
rplQ,987205,1481,147,1065,657
rpoA,984700,1940,331,5969,4125
rpsK,985385,1010,130,837,513
rpsM,984551,818,116,565,312
rpmJ,985422,61,3,293,178
infA,984951,515,405,1052,558
adk,984533,1494,262,2222,1311
secY,984663,6961,1913,28447,12695
rplO,987200,1026,245,5867,1926
rpmD,987199,325,23,1347,529
rpsE,987198,1914,229,2162,928
rplR,987197,1014,166,2223,782
rplF,987196,2120,205,2368,846
rpsH,987195,1056,208,1463,525
rpsN,987193,507,92,2011,571
rplE,987192,2057,259,3034,931
rplX,987191,649,15,2742,858
rplN,987190,1631,100,1243,391
rpsQ,987189,675,144,1162,371
rpmC,987188,156,16,698,232
rplP,985437,1388,80,1197,415
rpsC,987185,3700,232,2267,886
rplV,985550,2300,117,5810,1875
rpsS,984385,4669,1974,2711,865
rplB,985132,5479,723,5438,1841
rplW,984375,750,55,3831,917
rplD,987182,1833,268,2700,893
rplC,987181,2422,292,2957,1397
rpsJ,987179,677,66,986,539
lmo2634,987178,128,4,991,674
lmo2635,987177,194,37,815,462
lmo2636,987176,520,100,2146,715
lmo2637,987175,11200,756,92294,32183
lmo2638,986300,6978,821,14532,5144
lmo2639,984401,28,15,474,739
lmo2640,984437,79,35,498,504
lmo2641,986303,189,34,711,529
lmo2642,984410,100,45,418,301
lmo2643,985362,94,13,2388,2688
lmo2644,986304,28,5,223,310
lmo2646,985483,251,36,72,28
lmo2647,987172,1,1,125,28
lmo2648,987171,2,1,272,48
ulaA,987170,43,20,3106,181
lmo2650,987169,4,0,1659,83
lmo2651,984393,15,0,9261,638
lmo2652,985080,23,7,965,522
tuf,987166,32328,2314,72907,59870
fus,986619,15570,2077,13279,5771
rpsG,987165,2211,329,2525,1246
rpsL,987164,1259,478,3491,2234
lmo2657,985613,120,16,1266,835
lmo2658,984905,12,0,151,197
lmo2659,985991,11,2,125,132
lmo2660,986863,43,12,81,86
lmo2661,984667,4,2,13,15
lmo2662,984684,0,0,3,2
lmo2663,984376,15,6,38,36
lmo2664,987161,37,2,122,38
lmo2665,987160,53,15,223,57
lmo2666,987159,14,0,390,72
lmo2667,987158,34,5,196,29
lmo2668,987157,252,9,2795,280
lmo2669,987156,72,51,907,1728
lmo2670,984436,17,7,290,359
lmo2671,987155,37,0,1096,886
lmo2672,987154,100,25,2977,3109
lmo2673,987153,163,44,1715,406
lmo2674,987152,87,30,1264,995
lmo2675,986871,1,0,94,62
lmo2676,986864,128,274,1104,1389
lmo2677,984427,145,251,1926,2811
lmo2678,984408,42,302,240,263
lmo2679,987151,366,483,602,603
kdpC,987150,18,22,108,119
kdpB,987149,35,17,222,179
kdpA,987148,61,12,255,443
lmo2683,987143,17,0,561,64
lmo2684,987141,385,104,5643,449
lmo2685,987140,59,2,386,38
lmo2686,986869,7,6,1515,2370
lmo2687,987138,29,28,77,413
lmo2688,985360,16,14,95,609
lmo2689,987136,67,16,52,450
lmo2690,987134,5,2,732,521
murA,987132,317,167,10491,6964
lmo2692,984921,742,38,27754,10684
tmk,987131,33,3,734,473
lmo2694,987130,89,45,511,475
lmo2695,987129,169,48,2369,2295
lmo2696,987127,4,1,349,902
lmo2697,987124,0,0,170,665
lmo2698,987122,2,4,74,47
lmo2699,987121,18,1,160,108
lmo2700,987120,105,15,3470,2217
lmo2701,987119,12,1,1749,882
recR,987118,109,25,5185,1861
lmo2703,987117,634,39,2588,1445
dnaX,987116,126,44,3644,2863
lmo2705,984440,139,16,881,752
lmo2706,987115,9,11,324,316
lmo2707,984953,0,0,1503,1307
lmo2708,987113,33,1,299,59
lmo2709,987112,0,0,108,52
lmo2710,987111,153,35,1268,1098
lmo2711,987108,192202,110042,112394,341014
lmo2712,987107,39,7,1479,746
lmo2713,987105,185,28,1090,1124
lmo2714,987103,88,9,366,101
cydD,984392,457,121,4206,3136
cydC,986034,870,333,2923,2226
cydB,987101,1549,406,17354,9899
cydA,987099,1014,256,12253,8030
lmo2719,987096,43,19,1810,4673
lmo2720,987095,149,45,3923,4249
lmo2721,984959,1,0,71,117
lmo2722,985237,20,11,435,574
lmo2723,984820,240,35,292,504
lmo2724,984922,170,7,5553,3032
lmo2725,986997,247,60,886,288
lmo2726,987090,2,0,25,28
lmo2727,987088,31,13,452,1551
lmo2728,987087,3,1,128,308
lmo2729,987085,36,1,604,776
lmo2730,987083,18,0,714,485
lmo2731,987082,14,0,1081,626
lmo2732,987080,11,14,388,300
lmo2733,987079,18,1,181,75
lmo2734,987078,2,2,62,50
lmo2735,987075,0,1,17,21
lmo2736,987073,11,1,282,165
lmo2737,987071,35,9,647,762
lmo2738,987070,274,43,1842,1916
lmo2739,987067,33,11,157,281
lmo2740,985142,5,0,73,104
lmo2741,987061,37,19,415,743
lmo2742,987057,7,0,128,80
lmo2743,987056,25,3,326,290
lmo2744,984370,8,0,654,226
lmo2745,987054,244,93,2663,1931
lmo2746,987030,47,16,547,310
serS,987010,216,12,3730,2171
lmo2748,984689,37,24,12529,6741
lmo2749,984910,0,7,44,44
lmo2750,986907,4,0,111,100
lmo2751,984683,198,273,442,1092
lmo2752,984457,557,154,1987,1285
lmo2753,984463,34,2,497,217
lmo2754,986888,1003,110,4068,1130
lmo2755,986886,39,16,727,864
topB,985520,69,4,1006,676
lmo2757,986884,100,17,611,506
guaB,986870,1236,275,42708,31298
lmo2759,986677,60,4,820,1637
lmo2760,986274,2,0,295,240
lmo2761,986859,0,0,40,25
lmo2762,986856,0,0,11,6
lmo2763,986739,8,2,131,109
lmo2764,986173,2,0,43,39
lmo2765,984518,0,0,33,13
lmo2766,986816,99,1,1093,696
lmo2767,986810,1310,60,5998,2434
lmo2768,986273,70,29,569,496
lmo2769,986801,64,7,889,551
lmo2770,986798,260,129,4234,3425
lmo2771,986786,54,3,290,89
lmo2772,986779,8,0,161,36
lmo2773,986771,128,9,4052,1024
lmo2774,986770,0,0,0,0
lmo2775,986174,0,0,0,0
lmo2776,986012,0,0,3,0
lmo2777,984804,37,24,1388,1208
lmo2778,986767,48,3,218,106
ychF,986766,176,4,1850,414
lmo2780,985440,2,0,5,4
lmo2781,984462,3,0,62,11
lmo2782,984812,0,0,23,5
lmo2783,984856,28,0,704,59
lmo2784,984381,92,2,2067,545
kat,984948,431,137,38121,26079
bvrC,986755,68,0,29,21
bvrB,986754,61,3,92,37
bvrA,986751,475,29,33484,6332
lmo2789,984400,364,27,1510,1146
parB,986750,94,9,2374,2050
parA,986989,58,20,393,716
lmo2792,986982,470,55,12485,10199
lmo2793,985066,9,9,1651,1166
lmo2794,986747,43,3,852,704
lmo2795,986746,85,27,528,576
lmo2796,986738,16,9,865,1169
lmo2797,986733,3,0,16,7
lmo2798,986730,0,0,32,20
lmo2799,986729,8,0,73,28
lmo2800,984411,9,0,82,54
lmo2801,986720,10,0,106,68
gidB,986719,18,7,1161,489
lmo2803,984778,2,0,5,6
lmo2804,986717,7,0,31,90
lmo2805,986900,0,0,3,11
lmo2806,985133,0,0,0,0
lmo2807,985340,0,0,0,0
lmo2808,986698,0,0,0,0
lmo2809,986696,0,0,0,0
gidA,986685,114,0,1728,641
trmE,986680,210,2,243,216
lmo2812,986678,31,10,115,140
lmo2813,986694,12,7,427,264
lmo2814,986681,12,0,215,123
fabG,984831,6,0,247,337
lmo2816,985339,5,13,412,243
lmo2817,984784,7,7,296,185
lmo2818,984714,12,1,99,42
lmo2819,986663,21,0,201,72
lmo2820,986657,228,19,2391,989
lmo2821,984504,8,8,122,159
lmo2822,986651,17,0,1725,714
lmo2823,986643,26,11,1413,520
lmo2824,984944,88,14,4985,1751
serC,986637,38,4,1374,991
lmo2826,985480,6,8,492,846
lmo2827,986629,4,1,16,70
lmo2828,986627,120,110,8657,8330
lmo2829,986896,159,79,1502,1303
lmo2830,984904,120,5,1985,2509
lmo2831,986616,58,2,157,64
lmo2832,986509,215,1467,488,537
lmo2833,986609,6,0,189,215
lmo2834,986600,62,0,14,11
lmo2835,986592,2,0,10,12
lmo2836,986578,2,0,9,5
lmo2837,986555,3,1,2,3
lmo2838,986547,0,0,17,12
lmo2839,987883,2,0,24,17
lmo2840,986521,0,1,5,7
lmo2841,986398,0,0,3,3
lmo2842,986397,19,7,359,451
lmot67,3167620,0,0,2,9
lmo2843,986395,79,36,3577,2537
lmo2844,986394,22,0,168,369
lmo2845,986393,146,109,4963,3405
lmo2846,986389,0,0,5,2
lmo2847,986387,0,0,9,7
lmo2848,986386,0,1,10,8
lmo2849,986385,0,0,7,14
lmo2850,986384,0,0,30,12
lmo2851,986382,4,0,639,536
lmo2852,986380,100,0,287,98
lmo2853,986379,1030,101,2322,1132
lmo2854,986378,250,55,1466,678
rnpA,986374,16,13,997,1012
rpmH,986371,721,38,4337,2656
lmo2857,986370,1,7,239,338
lmot01,3167605,0,0,0,0
lmo0172,986894,0,0,0,0
lmo0173,986908,0,0,0,0
lmor01,987104,0,0,0,0
lmor02,987106,0,0,0,0
lmor03,987109,0,0,0,0
lmot02,3167623,0,0,0,0
lmot03,3167624,0,0,0,0
lmot04,3167625,0,0,0,0
lmot05,3167626,0,0,0,0
lmot06,3167627,0,0,0,0
lmot07,3167628,0,0,0,0
lmot08,3167629,0,0,0,0
lmot09,3167630,0,0,0,0
lmot10,3167631,0,0,0,0
lmor04,987145,0,0,0,0
lmor05,987180,0,0,0,0
lmor06,987183,0,0,0,0
lmo0308,987522,0,0,0,0
lmo0410,987792,0,0,0,0
lmo0473,986271,0,0,0,0
lmot11,3167622,0,0,0,0
lmo0837,985348,0,0,0,0
lmot12,3167617,0,0,0,0
lmot13,3167609,0,0,0,0
lmot14,3167610,0,0,0,0
lmot15,3167619,0,0,0,0
lmo0924,985961,0,0,0,0
lmot16,3167608,0,0,0,0
lmot17,3167612,0,0,0,0
lmot18,3167583,0,0,0,0
lmot19,3167584,0,0,0,0
lmot20,3167585,0,0,0,0
lmot21,3167586,0,0,0,0
lmot22,3167587,0,0,0,0
lmot23,3167588,0,0,0,0
lmot24,3167589,0,0,0,0
lmot25,3167590,0,0,0,0
lmot26,3167591,0,0,0,0
lmot27,3167592,0,0,0,0
lmot28,3167593,0,0,0,0
lmot29,3167594,0,0,0,0
lmot30,3167595,0,0,0,0
lmot31,3167596,0,0,0,0
lmot32,3167597,0,0,0,0
lmot33,3167598,0,0,0,0
lmot34,3167599,0,0,0,0
lmot35,3167600,0,0,0,0
lmot36,3167601,0,0,0,0
lmot37,3167602,0,0,0,0
lmot38,3167603,0,0,0,0
lmor07,985636,0,0,0,0
lmor08,985635,0,0,0,0
lmor09,985634,0,0,0,0
lmot39,3167611,0,0,0,0
lmor10,985959,0,0,0,0
lmor11,985963,0,0,0,0
lmor12,985956,0,0,0,0
lmo01876,3167621,0,0,0,0
lmot40,3167618,0,0,0,0
lmot41,3167607,0,0,0,0
lmot42,3167564,0,0,0,0
lmot43,3167565,0,0,0,0
lmot44,3167606,0,0,0,0
lmot45,3167582,0,0,0,0
lmo02333,984719,0,0,0,0
lmot46,3167566,0,0,0,0
lmot47,3167567,0,0,0,0
lmot48,3167568,0,0,0,0
lmot49,3167569,0,0,0,0
lmot50,3167570,0,0,0,0
lmot51,3167571,0,0,0,0
lmot52,3167572,0,0,0,0
lmot53,3167573,0,0,0,0
lmot54,3167574,0,0,0,0
lmot55,3167575,0,0,0,0
lmot56,3167576,0,0,0,0
lmot57,3167577,0,0,0,0
lmot58,3167578,0,0,0,0
lmot59,3167579,0,0,0,0
lmor13,984423,0,0,0,0
lmor14,984421,0,0,0,0
lmot60,3167580,0,0,0,0
lmot61,3167581,0,0,0,0
lmor15,984419,0,0,0,0
lmot62,3167604,0,0,0,0
lmot63,3167613,0,0,0,0
lmot64,3167614,0,0,0,0
lmor16,984512,0,0,0,0
lmor17,986314,0,0,0,0
lmot65,3167615,0,0,0,0
lmot66,3167616,0,0,0,0
lmor18,985562,0,0,0,0
lmot67,3167620,0,0,0,0
dnaA,984365,0,0,0,0
dnaN,984379,0,0,0,0
lmo0003,984420,0,0,0,0
lmo0004,984453,0,0,0,0
recF,984623,0,0,0,0
gyrB,984708,0,0,0,0
gyrA,984791,0,0,0,0
lmo0008,984834,0,0,0,0
lmo0009,984861,0,0,0,0
lmo0010,984924,0,0,0,0
lmo0011,984930,0,0,0,0
lmo0012,984932,0,0,0,0
qoxA,984936,0,0,0,0
qoxB,984962,0,0,0,0
qoxC,984980,0,0,0,0
qoxD,984983,0,0,0,0
lmo0017,984984,0,0,0,0
lmo0018,984990,0,0,0,0
lmo0019,985005,0,0,0,0
lmo0020,985023,0,0,0,0
lmo0021,985040,0,0,0,0
lmo0022,985051,0,0,0,0
lmo0023,985053,0,0,0,0
lmo0024,985058,0,0,0,0
lmo0025,985061,0,0,0,0
lmo0026,985069,0,0,0,0
lmo0027,985074,0,0,0,0
lmo0028,985088,0,0,0,0
lmo0029,985092,0,0,0,0
lmo0030,985106,0,0,0,0
lmo0031,985116,0,0,0,0
lmo0032,985121,0,0,0,0
lmo0033,985131,0,0,0,0
lmo0034,985136,0,0,0,0
lmo0035,985145,0,0,0,0
lmo0036,985152,0,0,0,0
lmo0037,985153,0,0,0,0
lmo0038,985162,0,0,0,0
lmo0039,985163,0,0,0,0
lmo0040,985194,0,0,0,0
lmo0041,985277,0,0,0,0
lmo0042,985331,0,0,0,0
lmo0043,985417,0,0,0,0
rpsF,985454,0,0,0,0
ssb,985468,0,0,0,0
rpsR,985537,0,0,0,0
lmo0047,985583,0,0,0,0
lmo0048,985598,0,0,0,0
lmo0049,985690,0,0,0,0
lmo0050,985694,0,0,0,0
lmo0051,985847,0,0,0,0
lmo0052,986050,0,0,0,0
rplI,986067,0,0,0,0
dnaC,986068,0,0,0,0
purA,986069,0,0,0,0
lmo0056,986070,0,0,0,0
lmo0057,986071,0,0,0,0
lmo0058,986073,0,0,0,0
lmo0059,986184,0,0,0,0
lmo0060,986285,0,0,0,0
lmo0061,986287,0,0,0,0
lmo0062,986293,0,0,0,0
lmo0063,986361,0,0,0,0
lmo0064,986373,0,0,0,0
lmo0065,986383,0,0,0,0
lmo0066,986392,0,0,0,0
lmo0067,986401,0,0,0,0
lmo0068,986408,0,0,0,0
lmo0069,986411,0,0,0,0
lmo0070,986434,0,0,0,0
lmo0071,986441,0,0,0,0
lmo0072,986445,0,0,0,0
lmo0073,986452,0,0,0,0
lmo0074,986466,0,0,0,0
lmo0075,986472,0,0,0,0
lmo0076,986519,0,0,0,0
lmo0077,986552,0,0,0,0
lmo0078,986565,0,0,0,0
lmo0079,986575,0,0,0,0
lmo0080,986576,0,0,0,0
lmo0081,986577,0,0,0,0
lmo0082,986579,0,0,0,0
lmo0083,986580,0,0,0,0
lmo0084,986581,0,0,0,0
lmo0085,986582,0,0,0,0
lmo0086,986583,0,0,0,0
lmo0087,986585,0,0,0,0
lmo0088,986586,0,0,0,0
lmo0089,986587,0,0,0,0
lmo0090,986589,0,0,0,0
lmo0091,986593,0,0,0,0
lmo0092,986598,0,0,0,0
lmo0093,986604,0,0,0,0
lmo0094,986607,0,0,0,0
lmo0095,986608,0,0,0,0
lmo0096,986611,0,0,0,0
lmo0097,986614,0,0,0,0
lmo0098,986620,0,0,0,0
lmo0099,986621,0,0,0,0
lmo0100,986623,0,0,0,0
lmo0101,986628,0,0,0,0
lmo0102,986630,0,0,0,0
lmo0103,986631,0,0,0,0
lmo0104,986632,0,0,0,0
lmo0105,986634,0,0,0,0
lmo0106,986639,0,0,0,0
lmo0107,986644,0,0,0,0
lmo0108,986645,0,0,0,0
lmo0109,986650,0,0,0,0
lmo0110,986652,0,0,0,0
lmo0111,986654,0,0,0,0
lmo0112,986655,0,0,0,0
lmo0113,986656,0,0,0,0
lmo0114,986659,0,0,0,0
lmaD,986665,0,0,0,0
lmaC,986666,0,0,0,0
lmaB,986670,0,0,0,0
lmaA,986672,0,0,0,0
lmo0119,986674,0,0,0,0
lmo0120,986675,0,0,0,0
lmo0121,986683,0,0,0,0
lmo0122,986687,0,0,0,0
lmo0123,986689,0,0,0,0
lmo0124,986692,0,0,0,0
lmo0125,986693,0,0,0,0
lmo0126,986697,0,0,0,0
lmo0127,986705,0,0,0,0
lmo0128,986706,0,0,0,0
lmo0129,986713,0,0,0,0
lmo0130,986721,0,0,0,0
lmo0131,986722,0,0,0,0
lmo0132,986732,0,0,0,0
lmo0133,986735,0,0,0,0
lmo0134,986737,0,0,0,0
lmo0135,986748,0,0,0,0
lmo0136,986752,0,0,0,0
lmo0137,986757,0,0,0,0
lmo0138,986772,0,0,0,0
lmo0139,986775,0,0,0,0
lmo0140,986783,0,0,0,0
lmo0141,986784,0,0,0,0
lmo0142,986788,0,0,0,0
lmo0143,986794,0,0,0,0
lmo0144,986795,0,0,0,0
lmo0145,986797,0,0,0,0
lmo0146,986800,0,0,0,0
lmo0147,986802,0,0,0,0
lmo0148,986805,0,0,0,0
lmo0149,986806,0,0,0,0
lmo0150,986809,0,0,0,0
lmo0151,986811,0,0,0,0
lmo0152,986821,0,0,0,0
lmo0153,986823,0,0,0,0
lmo0154,986826,0,0,0,0
lmo0155,986832,0,0,0,0
lmo0156,986833,0,0,0,0
lmo0157,986835,0,0,0,0
lmo0158,986836,0,0,0,0
lmo0159,986840,0,0,0,0
lmo0160,986846,0,0,0,0
lmo0161,986851,0,0,0,0
lmo0162,986854,0,0,0,0
lmo0163,986862,0,0,0,0
lmo0164,986868,0,0,0,0
lmo0165,986872,0,0,0,0
lmo0166,986878,0,0,0,0
lmo0167,986880,0,0,0,0
lmo0168,986889,0,0,0,0
lmo0169,986890,0,0,0,0
lmo0170,986891,0,0,0,0
lmo0171,986893,0,0,0,0
lmo0174,986910,0,0,0,0
lmo0175,986928,0,0,0,0
lmo0176,986935,0,0,0,0
metS,986940,0,0,0,0
lmo0178,986964,0,0,0,0
lmo0179,986967,0,0,0,0
